label,score,system_verdict,title_a,title_b,starts_a,starts_b,venue_a,venue_b,source_a,source_b,fingerprint_a,fingerprint_b,note
d,0.42,distinct,Markt Dornach Auhof | LINZER GENUSS MÄRKTE,Traces of life – Young@Art Art Award 2026,2026-07-04T06:30:00+02:00,2026-07-04T00:00:00+02:00,Pfarre Linz - Hl. Geist,Ursulinenhof Linz,linztermine.at (open data XML),OÖ Kulturquartier,markt dornach auhof linzer genuss maerkte|2026-07-04|,traces life young art art award|2026-07-04|9661:1900,
d,0.42,distinct,OPEN SUNDAY voestalpine OPEN SPACE,Sommerbespielung im Schaufenster: Kreisgeflüster,2026-07-05T00:00:00+02:00,2026-07-05T00:00:00+02:00,OK Linz,Clubgalerie der Dr. Ernst Koref-Stiftung im OÖ Kulturquartier,OÖ Kulturquartier,linztermine.at (open data XML),open sunday voestalpine open space|2026-07-05|9661:1900,sommerbespielung schaufenster kreisgefluester|2026-07-05|,
d,0.42,distinct,Erinnerungscafé Bauernkrieg 1626. Zwischen Fiktion und Geschichte,Gerhard Haderer,2026-07-09T00:00:00+02:00,2026-07-09T10:00:00+02:00,Schlossmuseum Linz,Schlossmuseum Linz,OÖ Kulturquartier,linztermine.at (open data XML),erinnerungscafe bauernkrieg zwischen fiktion geschichte|2026-07-09|9661:1900,gerhard haderer|2026-07-09|,
d,0.42,distinct,Erinnerungscafé Bauernkrieg 1626. Zwischen Fiktion und Geschichte,Waldreich: Der Wald und Wir!,2026-07-09T00:00:00+02:00,2026-07-09T10:00:00+02:00,Schlossmuseum Linz,Schlossmuseum Linz,OÖ Kulturquartier,linztermine.at (open data XML),erinnerungscafe bauernkrieg zwischen fiktion geschichte|2026-07-09|9661:1900,waldreich wald wir|2026-07-09|,
d,0.42,distinct,Grafische Schätze aus der Sammlung Kastner,Die Oberösterreicherin. Dirndl.Kleid,2026-07-10T00:00:00+02:00,2026-07-10T10:00:00+02:00,Schlossmuseum Linz,Schlossmuseum Linz,OÖ Kulturquartier,linztermine.at (open data XML),grafische schaetze aus sammlung kastner|2026-07-10|9661:1900,oberoesterreicherin dirndl kleid|2026-07-10|,
d,0.415,distinct,Ausnahmezustand,OK Platz Sommerfest,2026-07-03T10:00:00+02:00,2026-07-03T00:00:00+02:00,TRIBÜNE LINZ Theater am Südbahnhofmarkt,OK Linz,linztermine.at (open data XML),OÖ Kulturquartier,ausnahmezustand|2026-07-03|,ok platz sommerfest|2026-07-03|9661:1900,
d,0.415,distinct,Dance Night,OK Platz Sommerfest,2026-07-03T20:30:00+02:00,2026-07-03T00:00:00+02:00,Sportunion Tanzsportklub Linz,OK Linz,linztermine.at (open data XML),OÖ Kulturquartier,dance night|2026-07-03|,ok platz sommerfest|2026-07-03|9661:1900,
d,0.415,distinct,Escape Room bei Masters Of Escape,OK Platz Sommerfest,2026-07-03T17:00:00+02:00,2026-07-03T00:00:00+02:00,Escape Room Linz: Masters Of Escape,OK Linz,linztermine.at (open data XML),OÖ Kulturquartier,escape room masters escape|2026-07-03|,ok platz sommerfest|2026-07-03|9661:1900,
d,0.415,distinct,Escape Rooms bei Masters Of Escape,OK Platz Sommerfest,2026-07-03T20:00:00+02:00,2026-07-03T00:00:00+02:00,Escape Room Linz: Masters Of Escape,OK Linz,linztermine.at (open data XML),OÖ Kulturquartier,escape rooms masters escape|2026-07-03|,ok platz sommerfest|2026-07-03|9661:1900,
d,0.415,distinct,Fotoausstellung Beifang,OK Platz Sommerfest,2026-07-03T09:00:00+02:00,2026-07-03T00:00:00+02:00,Fotogalerie OÖ im OÖ Kulturquartier,OK Linz,linztermine.at (open data XML),OÖ Kulturquartier,fotoausstellung beifang|2026-07-03|,ok platz sommerfest|2026-07-03|9661:1900,
d,0.415,distinct,Im GEHspräch: invasive Pflanzen | NEOPHYTEN,OK Platz Sommerfest,2026-07-03T14:00:00+02:00,2026-07-03T00:00:00+02:00,Linz,OK Linz,linztermine.at (open data XML),OÖ Kulturquartier,gehspraech invasive pflanzen neophyten|2026-07-03|,ok platz sommerfest|2026-07-03|9661:1900,
d,0.415,distinct,Mission: Das Indoor Team – Abenteuer für die ganze Familie,OK Platz Sommerfest,2026-07-03T14:00:00+02:00,2026-07-03T00:00:00+02:00,Missiongames Linz,OK Linz,linztermine.at (open data XML),OÖ Kulturquartier,mission indoor team abenteuer ganze familie|2026-07-03|,ok platz sommerfest|2026-07-03|9661:1900,
d,0.415,distinct,OK Platz Sommerfest,Peter Fellner: Glumpert,2026-07-03T00:00:00+02:00,2026-07-03T10:00:00+02:00,OK Linz,OK Linz,OÖ Kulturquartier,linztermine.at (open data XML),ok platz sommerfest|2026-07-03|9661:1900,peter fellner glumpert|2026-07-03|,
d,0.415,distinct,OK Platz Sommerfest,Prison Break (Escape Room),2026-07-03T00:00:00+02:00,2026-07-03T20:00:00+02:00,OK Linz,Escape Room Linz: Masters Of Escape,OÖ Kulturquartier,linztermine.at (open data XML),ok platz sommerfest|2026-07-03|9661:1900,prison break escape room|2026-07-03|,
d,0.415,distinct,OK Platz Sommerfest,Schaudepot der Museen der Stadt Linz,2026-07-03T00:00:00+02:00,2026-07-03T07:00:00+02:00,OK Linz,Schaudepot der Museen der Stadt Linz,OÖ Kulturquartier,linztermine.at (open data XML),ok platz sommerfest|2026-07-03|9661:1900,schaudepot museen stadt linz|2026-07-03|,
d,0.415,distinct,OK Platz Sommerfest,Tour der Linzer Innovation 2026,2026-07-03T00:00:00+02:00,2026-07-03T10:00:00+02:00,OK Linz,Linz Innenstadt,OÖ Kulturquartier,linztermine.at (open data XML),ok platz sommerfest|2026-07-03|9661:1900,tour linzer innovation|2026-07-03|,
d,0.415,distinct,OK Platz Sommerfest,Weltmeisterlicher Fußball Live im Cineplexx Linz,2026-07-03T00:00:00+02:00,2026-07-03T20:00:00+02:00,OK Linz,Cineplexx Linz,OÖ Kulturquartier,linztermine.at (open data XML),ok platz sommerfest|2026-07-03|9661:1900,weltmeisterlicher fussball live cineplexx linz|2026-07-03|,
d,0.415,distinct,OK Platz Sommerfest,Wudang Shan (Escape Room),2026-07-03T00:00:00+02:00,2026-07-03T20:00:00+02:00,OK Linz,Escape Room Linz: Masters Of Escape,OÖ Kulturquartier,linztermine.at (open data XML),ok platz sommerfest|2026-07-03|9661:1900,wudang shan escape room|2026-07-03|,
d,0.415,distinct,OK Platz Sommerfest,Die Zwerge freuen sich auf den Besuch,2026-07-03T00:00:00+02:00,2026-07-03T10:00:00+02:00,OK Linz,Linz Linien Grottenbahn,OÖ Kulturquartier,linztermine.at (open data XML),ok platz sommerfest|2026-07-03|9661:1900,zwerge freuen sich besuch|2026-07-03|,
d,0.415,distinct,"Ballett ""Cinderella""",Traces of life – Young@Art Art Award 2026,2026-07-04T18:00:00+02:00,2026-07-04T00:00:00+02:00,Theater Maestro Linz,Ursulinenhof Linz,linztermine.at (open data XML),OÖ Kulturquartier,ballett cinderella|2026-07-04|,traces life young art art award|2026-07-04|9661:1900,
d,0.415,distinct,Business Starter Info,Fotoausstellung Beifang,2026-07-04T00:00:00+02:00,2026-07-04T09:00:00+02:00,Courtyard Linz,Fotogalerie OÖ im OÖ Kulturquartier,Eventbrite Linz,linztermine.at (open data XML),business starter info|2026-07-04|9660:1903,fotoausstellung beifang|2026-07-04|,
d,0.415,distinct,Business Starter Info,Prison Break (Escape Room),2026-07-04T00:00:00+02:00,2026-07-04T20:00:00+02:00,Courtyard Linz,Escape Room Linz: Masters Of Escape,Eventbrite Linz,linztermine.at (open data XML),business starter info|2026-07-04|9660:1903,prison break escape room|2026-07-04|,
d,0.415,distinct,Business Starter Info,Sommerfest,2026-07-04T00:00:00+02:00,2026-07-04T10:00:00+02:00,Courtyard Linz,ASKÖ Linz Steg,Eventbrite Linz,linztermine.at (open data XML),business starter info|2026-07-04|9660:1903,sommerfest|2026-07-04|,
d,0.415,distinct,Business Starter Info,Wudang Shan (Escape Room),2026-07-04T00:00:00+02:00,2026-07-04T20:00:00+02:00,Courtyard Linz,Escape Room Linz: Masters Of Escape,Eventbrite Linz,linztermine.at (open data XML),business starter info|2026-07-04|9660:1903,wudang shan escape room|2026-07-04|,
d,0.415,distinct,Business Starter Info,Die Zwerge freuen sich auf den Besuch,2026-07-04T00:00:00+02:00,2026-07-04T10:00:00+02:00,Courtyard Linz,Linz Linien Grottenbahn,Eventbrite Linz,linztermine.at (open data XML),business starter info|2026-07-04|9660:1903,zwerge freuen sich besuch|2026-07-04|,
d,0.415,distinct,Carlos Motta: Pleas of Resistance,Traces of life – Young@Art Art Award 2026,2026-07-04T10:00:00+02:00,2026-07-04T00:00:00+02:00,OK Linz,Ursulinenhof Linz,linztermine.at (open data XML),OÖ Kulturquartier,carlos motta pleas resistance|2026-07-04|,traces life young art art award|2026-07-04|9661:1900,
d,0.415,distinct,Escape Room bei Masters Of Escape,Traces of life – Young@Art Art Award 2026,2026-07-04T17:00:00+02:00,2026-07-04T00:00:00+02:00,Escape Room Linz: Masters Of Escape,Ursulinenhof Linz,linztermine.at (open data XML),OÖ Kulturquartier,escape room masters escape|2026-07-04|,traces life young art art award|2026-07-04|9661:1900,
d,0.415,distinct,Escape Rooms bei Masters Of Escape,Traces of life – Young@Art Art Award 2026,2026-07-04T20:00:00+02:00,2026-07-04T00:00:00+02:00,Escape Room Linz: Masters Of Escape,Ursulinenhof Linz,linztermine.at (open data XML),OÖ Kulturquartier,escape rooms masters escape|2026-07-04|,traces life young art art award|2026-07-04|9661:1900,
d,0.415,distinct,Mission: Das Indoor Team – Abenteuer für die ganze Familie,Traces of life – Young@Art Art Award 2026,2026-07-04T13:00:00+02:00,2026-07-04T00:00:00+02:00,Missiongames Linz,Ursulinenhof Linz,linztermine.at (open data XML),OÖ Kulturquartier,mission indoor team abenteuer ganze familie|2026-07-04|,traces life young art art award|2026-07-04|9661:1900,
d,0.415,distinct,Prison Break (Escape Room),Traces of life – Young@Art Art Award 2026,2026-07-04T20:00:00+02:00,2026-07-04T00:00:00+02:00,Escape Room Linz: Masters Of Escape,Ursulinenhof Linz,linztermine.at (open data XML),OÖ Kulturquartier,prison break escape room|2026-07-04|,traces life young art art award|2026-07-04|9661:1900,
d,0.415,distinct,Sommerfest,Traces of life – Young@Art Art Award 2026,2026-07-04T10:00:00+02:00,2026-07-04T00:00:00+02:00,ASKÖ Linz Steg,Ursulinenhof Linz,linztermine.at (open data XML),OÖ Kulturquartier,sommerfest|2026-07-04|,traces life young art art award|2026-07-04|9661:1900,
d,0.415,distinct,Sommer,Traces of life – Young@Art Art Award 2026,2026-07-04T10:00:00+02:00,2026-07-04T00:00:00+02:00,Clubgalerie der Dr. Ernst Koref-Stiftung im OÖ Kulturquartier,Ursulinenhof Linz,linztermine.at (open data XML),OÖ Kulturquartier,sommer|2026-07-04|,traces life young art art award|2026-07-04|9661:1900,
d,0.415,distinct,Traces of life – Young@Art Art Award 2026,Die Zwerge freuen sich auf den Besuch,2026-07-04T00:00:00+02:00,2026-07-04T10:00:00+02:00,Ursulinenhof Linz,Linz Linien Grottenbahn,OÖ Kulturquartier,linztermine.at (open data XML),traces life young art art award|2026-07-04|9661:1900,zwerge freuen sich besuch|2026-07-04|,
d,0.415,distinct,BAUERN | SCHACH | NOVELLEN (Theater),Dietmar Brehm: Punkt und Echo,2026-07-04T00:00:00+02:00,2026-07-04T10:00:00+02:00,Schlossmuseum Linz,Schlossmuseum Linz,OÖ Kulturquartier,linztermine.at (open data XML),bauern schach novellen theater|2026-07-04|9661:1900,dietmar brehm punkt echo|2026-07-04|,
d,0.415,distinct,communale oö 2026: Bauern­krieg 1626 – Zwischen Geschichte und Fiktion,Familiensonntag Archäologie,2026-07-05T10:00:00+02:00,2026-07-05T00:00:00+02:00,Schlossmuseum Linz,Schlossmuseum Linz,linztermine.at (open data XML),OÖ Kulturquartier,communale ooe bauernkrieg zwischen geschichte fiktion|2026-07-05|,familiensonntag archaeologie|2026-07-05|9661:1900,
d,0.415,distinct,Dietmar Brehm: Punkt und Echo,Familiensonntag Archäologie,2026-07-05T10:00:00+02:00,2026-07-05T00:00:00+02:00,Schlossmuseum Linz,Schlossmuseum Linz,linztermine.at (open data XML),OÖ Kulturquartier,dietmar brehm punkt echo|2026-07-05|,familiensonntag archaeologie|2026-07-05|9661:1900,
d,0.415,distinct,Familiensonntag Archäologie,Gerhard Haderer,2026-07-05T00:00:00+02:00,2026-07-05T10:00:00+02:00,Schlossmuseum Linz,Schlossmuseum Linz,OÖ Kulturquartier,linztermine.at (open data XML),familiensonntag archaeologie|2026-07-05|9661:1900,gerhard haderer|2026-07-05|,
d,0.415,distinct,Familiensonntag Archäologie,Die Oberösterreicherin. Dirndl.Kleid,2026-07-05T00:00:00+02:00,2026-07-05T10:00:00+02:00,Schlossmuseum Linz,Schlossmuseum Linz,OÖ Kulturquartier,linztermine.at (open data XML),familiensonntag archaeologie|2026-07-05|9661:1900,oberoesterreicherin dirndl kleid|2026-07-05|,
d,0.415,distinct,Familiensonntag Archäologie,Schlossmuseum Dauerausstellungen,2026-07-05T00:00:00+02:00,2026-07-05T10:00:00+02:00,Schlossmuseum Linz,Schlossmuseum Linz,OÖ Kulturquartier,linztermine.at (open data XML),familiensonntag archaeologie|2026-07-05|9661:1900,schlossmuseum dauerausstellungen|2026-07-05|,
d,0.415,distinct,Familiensonntag Archäologie,Waldreich: Der Wald und Wir!,2026-07-05T00:00:00+02:00,2026-07-05T10:00:00+02:00,Schlossmuseum Linz,Schlossmuseum Linz,OÖ Kulturquartier,linztermine.at (open data XML),familiensonntag archaeologie|2026-07-05|9661:1900,waldreich wald wir|2026-07-05|,
d,0.415,distinct,Escape Room bei Masters Of Escape,OPEN SUNDAY voestalpine OPEN SPACE,2026-07-05T17:00:00+02:00,2026-07-05T00:00:00+02:00,Escape Room Linz: Masters Of Escape,OK Linz,linztermine.at (open data XML),OÖ Kulturquartier,escape room masters escape|2026-07-05|,open sunday voestalpine open space|2026-07-05|9661:1900,
d,0.415,distinct,Escape Rooms bei Masters Of Escape,OPEN SUNDAY voestalpine OPEN SPACE,2026-07-05T20:00:00+02:00,2026-07-05T00:00:00+02:00,Escape Room Linz: Masters Of Escape,OK Linz,linztermine.at (open data XML),OÖ Kulturquartier,escape rooms masters escape|2026-07-05|,open sunday voestalpine open space|2026-07-05|9661:1900,
d,0.415,distinct,Das Josef Sonntagsfrühstück,OPEN SUNDAY voestalpine OPEN SPACE,2026-07-05T09:00:00+02:00,2026-07-05T00:00:00+02:00,Josef Linz,OK Linz,linztermine.at (open data XML),OÖ Kulturquartier,josef sonntagsfruehstueck|2026-07-05|,open sunday voestalpine open space|2026-07-05|9661:1900,
d,0.415,distinct,Masterclass,OPEN SUNDAY voestalpine OPEN SPACE,2026-07-05T18:00:00+02:00,2026-07-05T00:00:00+02:00,Sportunion Tanzsportklub Linz,OK Linz,linztermine.at (open data XML),OÖ Kulturquartier,masterclass|2026-07-05|,open sunday voestalpine open space|2026-07-05|9661:1900,
d,0.415,distinct,Mission: Das Indoor Team – Abenteuer für die ganze Familie,OPEN SUNDAY voestalpine OPEN SPACE,2026-07-05T13:00:00+02:00,2026-07-05T00:00:00+02:00,Missiongames Linz,OK Linz,linztermine.at (open data XML),OÖ Kulturquartier,mission indoor team abenteuer ganze familie|2026-07-05|,open sunday voestalpine open space|2026-07-05|9661:1900,
d,0.415,distinct,OPEN SUNDAY voestalpine OPEN SPACE,Peter Fellner: Glumpert,2026-07-05T00:00:00+02:00,2026-07-05T10:00:00+02:00,OK Linz,OK Linz,OÖ Kulturquartier,linztermine.at (open data XML),open sunday voestalpine open space|2026-07-05|9661:1900,peter fellner glumpert|2026-07-05|,OPEN SUNDAY day event vs exhibition at same venue = distinct
d,0.415,distinct,OPEN SUNDAY voestalpine OPEN SPACE,Prison Break (Escape Room),2026-07-05T00:00:00+02:00,2026-07-05T20:00:00+02:00,OK Linz,Escape Room Linz: Masters Of Escape,OÖ Kulturquartier,linztermine.at (open data XML),open sunday voestalpine open space|2026-07-05|9661:1900,prison break escape room|2026-07-05|,
d,0.415,distinct,OPEN SUNDAY voestalpine OPEN SPACE,Der Tanz des Vergessens,2026-07-05T00:00:00+02:00,2026-07-05T19:30:00+02:00,OK Linz,TRIBÜNE LINZ Theater am Südbahnhofmarkt,OÖ Kulturquartier,linztermine.at (open data XML),open sunday voestalpine open space|2026-07-05|9661:1900,tanz vergessens|2026-07-05|,
d,0.415,distinct,OPEN SUNDAY voestalpine OPEN SPACE,Wudang Shan (Escape Room),2026-07-05T00:00:00+02:00,2026-07-05T20:00:00+02:00,OK Linz,Escape Room Linz: Masters Of Escape,OÖ Kulturquartier,linztermine.at (open data XML),open sunday voestalpine open space|2026-07-05|9661:1900,wudang shan escape room|2026-07-05|,
d,0.415,distinct,Dietmar Brehm: Punkt und Echo,Erinnerungscafé Bauernkrieg 1626. Zwischen Fiktion und Geschichte,2026-07-09T10:00:00+02:00,2026-07-09T00:00:00+02:00,Schlossmuseum Linz,Schlossmuseum Linz,linztermine.at (open data XML),OÖ Kulturquartier,dietmar brehm punkt echo|2026-07-09|,erinnerungscafe bauernkrieg zwischen fiktion geschichte|2026-07-09|9661:1900,
d,0.415,distinct,Dietmar Brehm: Punkt und Echo,Grafische Schätze aus der Sammlung Kastner,2026-07-10T10:00:00+02:00,2026-07-10T00:00:00+02:00,Schlossmuseum Linz,Schlossmuseum Linz,linztermine.at (open data XML),OÖ Kulturquartier,dietmar brehm punkt echo|2026-07-10|,grafische schaetze aus sammlung kastner|2026-07-10|9661:1900,
d,0.415,distinct,Grafische Schätze aus der Sammlung Kastner,Waldreich: Der Wald und Wir!,2026-07-10T00:00:00+02:00,2026-07-10T10:00:00+02:00,Schlossmuseum Linz,Schlossmuseum Linz,OÖ Kulturquartier,linztermine.at (open data XML),grafische schaetze aus sammlung kastner|2026-07-10|9661:1900,waldreich wald wir|2026-07-10|,
s,0.89,merge,Serenaden: Neue Wiener Concert Schrammeln – Best of,SERENADEN: Neue Wiener Concert Schrammeln Best of,2026-07-14T20:00:00+02:00,2026-07-14T20:00:00+02:00,Landhaus,Arkadenhof Landhaus Linz,linztermine.at (open data XML),Brucknerhaus,serenaden neue wiener concert schrammeln best|2026-07-14|,serenaden neue wiener concert schrammeln best|2026-07-14|9662:1901,"case variant, same concert"
s,0.89,merge,Serenaden: Schneeberger & Bakanic Quartett – Avanti Avanti,SERENADEN: Schneeberger & Bakanic Quartett Avanti Avanti,2026-07-07T20:00:00+02:00,2026-07-07T20:00:00+02:00,Landhaus,Arkadenhof Landhaus Linz,linztermine.at (open data XML),Brucknerhaus,serenaden schneeberger bakanic quartett avanti avanti|2026-07-07|,serenaden schneeberger bakanic quartett avanti avanti|2026-07-07|9662:1901,"case variant, same concert"
s,0.868,merge,Neue Wiener Concert Schrammeln — Best of (Serenaden),Serenaden: Neue Wiener Concert Schrammeln – Best of,2026-07-14T20:00:00+02:00,2026-07-14T20:00:00+02:00,Arkadenhof Landhaus Linz,Landhaus,Brucknerhaus,linztermine.at (open data XML),neue wiener concert schrammeln best serenaden|2026-07-14|9662:1901,serenaden neue wiener concert schrammeln best|2026-07-14|,act vs series naming
s,0.817,merge,Schneeberger & Bakanic Quartett — Avanti Avanti,Serenaden: Schneeberger & Bakanic Quartett – Avanti Avanti,2026-07-07T20:00:00+02:00,2026-07-07T20:00:00+02:00,Arkadenhof Landhaus Linz,Landhaus,Brucknerhaus,linztermine.at (open data XML),schneeberger bakanic quartett avanti avanti|2026-07-07|9662:1901,serenaden schneeberger bakanic quartett avanti avanti|2026-07-07|,act vs series naming
s,0.801,merge,Neue Wiener Concert Schrammeln — Best of,Serenaden: Neue Wiener Concert Schrammeln – Best of,2026-07-14T20:00:00+02:00,2026-07-14T20:00:00+02:00,Arkadenhof Landhaus Linz,Landhaus,Brucknerhaus,linztermine.at (open data XML),neue wiener concert schrammeln best|2026-07-14|9662:1901,serenaden neue wiener concert schrammeln best|2026-07-14|,act vs series naming
s,0.798,adjudicate:same,Das Spiel ist aus (Tanz),Das Spiel ist aus,2026-07-06T20:00:00+02:00,2026-07-06T20:00:00+02:00,BlackBox Musiktheater,Musiktheater,Landestheater Linz,linztermine.at (open data XML),spiel ist aus tanz|2026-07-06|9660:1900,spiel ist aus|2026-07-06|,hall vs building naming
s,0.792,adjudicate:different,Dienstagabend im Mariendom: Abendmeditation,Dienstagabend im Mariendom,2026-07-07T19:30:00+02:00,2026-07-07T19:30:00+02:00,"Mariendom Linz, Linz",Neuer Dom (Mariendom),Mariendom Linz,linztermine.at (open data XML),dienstagabend mariendom abendmeditation|2026-07-07|,dienstagabend mariendom|2026-07-07|,"long vs short title, cached miss"
s,0.792,adjudicate:different,Im Licht der Taschenlampen – nächtliche Domführung,Im Licht der Taschenlampen,2026-07-10T20:00:00+02:00,2026-07-10T20:00:00+02:00,Neuer Dom (Mariendom),"Mariendom Linz, Linz",linztermine.at (open data XML),Mariendom Linz,licht taschenlampen naechtliche domfuehrung|2026-07-10|,licht taschenlampen|2026-07-10|,"long vs short title, cached miss"
s,0.792,adjudicate:different,Geschichten für kleine Ohren - Mama Muh will rutschen,Geschichten für kleine Ohren,2026-07-14T16:00:00+02:00,2026-07-14T16:00:00+02:00,Stadtbibliothek Urfahr,Stadtbibliothek Urfahr,linztermine.at (open data XML),Stadtbibliothek Linz,geschichten kleine ohren mama muh will rutschen|2026-07-14|,geschichten kleine ohren|2026-07-14|9658:1901,"long vs short title, cached miss"
s,0.792,adjudicate:different,Würfelzauber & Spielespaß - Spielevormittag in der Bibliothek,Würfelzauber & Spielespaß,2026-07-14T09:00:00+02:00,2026-07-14T09:00:00+02:00,Stadtbibliothek Urfahr,Stadtbibliothek Urfahr,linztermine.at (open data XML),Stadtbibliothek Linz,wuerfelzauber spielespass spielevormittag bibliothek|2026-07-14|,wuerfelzauber spielespass|2026-07-14|9658:1901,"long vs short title, cached miss"
s,0.742,adjudicate:different,Gemein­sa­mes Monu­ment-Bau­en in der Som­mer­werk­statt ​„Give Peace a Chance“,Give Peace a Chance… Sommerwerkstatt 2026 im Lentos,2026-07-13T10:00:00+02:00,2026-07-13T10:00:00+02:00,Lentos Kunstmuseum Linz,LENTOS Kunstmuseum Linz,linztermine.at (open data XML),Kuddelmuddel (Kinderkulturzentrum),gemeinsames monument bauen sommerwerkstatt give peace chance|2026-07-13|,give peace chance sommerwerkstatt lentos|2026-07-13|,program item of the same Sommerwerkstatt slot
s,0.667,adjudicate:different,St. Florianer Orgelsommer: Matinée 'Bruckner und Leipzig',St. Florianer Orgelsommer,2026-07-12T00:00:00+02:00,2026-07-12T00:00:00+02:00,Stiftsbasilika St. Florian,Stiftsbasilika St. Florian,Pfarre Urfahr - St. Junia (Diözese Linz),Pfarre Urfahr - St. Magdalena (Diözese Linz),st florianer orgelsommer matinee bruckner leipzig|2026-07-12|,st florianer orgelsommer|2026-07-12|,"series vs concert naming, cached miss"
s,0.666,adjudicate:different,BRUCKNERFEST LINZ 26: Viscontis Senso Filmklassiker,Sehnsucht (FilmKlassiker),2026-09-20T16:00:00+02:00,2026-09-20T16:00:00+02:00,Moviemento Linz,Movie 1,Brucknerhaus,Moviemento,brucknerfest linz viscontis senso filmklassiker|2026-09-20|9662:1901,sehnsucht filmklassiker|2026-09-20|9661:1901,"festival vs German title, cached miss"
s,0.666,adjudicate:same,Sehnsucht (FilmKlassiker),Viscontis Senso — Filmklassiker im Moviemento,2026-09-20T16:00:00+02:00,2026-09-20T16:00:00+02:00,Movie 1,Moviemento Linz,Moviemento,Brucknerhaus,sehnsucht filmklassiker|2026-09-20|9661:1901,viscontis senso filmklassiker moviemento|2026-09-20|9662:1901,"Sehnsucht = German title of Senso, same screening"
s,0.626,adjudicate:different,Kaleidio: Jungschar- und Ministrant:innenlager,Kaleidio österreichweites Jungschar- und Ministrant*innen-Lager,2026-07-12T00:00:00+02:00,2026-07-12T09:00:00+02:00,Leoben,Leoben,Pfarre Urfahr - St. Magdalena (Diözese Linz),Katholische Jungschar Diözese Linz (Team Kinder),kaleidio jungschar ministrant innenlager|2026-07-12|,kaleidio oesterreichweites jungschar ministrant innen lager|2026-07-12|,"same Lager, cached miss"
s,0.625,adjudicate:different,Jungscharlager Hl. Geist / St. Magdalena (Jungscharalm),Jungscharlager,2026-07-19T00:00:00+02:00,2026-07-19T00:00:00+02:00,Jungscharalm,Jungscharalm,Pfarre Urfahr - St. Junia (Diözese Linz),Pfarrgemeinde Urfahr - Heiliger Geist (Pfarre Urfahr),jungscharlager hl geist st magdalena jungscharalm|2026-07-19|,jungscharlager|2026-07-19|,"same Lager same Alm, cached miss"
?,0.586,adjudicate:different,Gottesdienst nach Sommerordnung,Sommerordnung der Gottesdienste (Christkönig),2026-07-12T09:00:00+02:00,2026-07-12T00:00:00+02:00,"Urfahr-Christkönig - Pfarrkirche Linz-Christkönig, Linz",Pfarrgemeinde Urfahr-Christkönig,Pfarre Linz Christkönig,Pfarre Urfahr - St. Junia (Diözese Linz),gottesdienst nach sommerordnung|2026-07-12|,sommerordnung gottesdienste christkoenig|2026-07-12|,"same schedule notice, cross-parish naming"
s,0.57,adjudicate:different,Abendmeditation,Dienstagabend im Mariendom,2026-07-07T19:30:00+02:00,2026-07-07T19:30:00+02:00,"Presbyterium Mariendom, Linz",Neuer Dom (Mariendom),Mariendom Linz,linztermine.at (open data XML),abendmeditation|2026-07-07|,dienstagabend mariendom|2026-07-07|,"the Tuesday program IS the meditation, cached miss"
d,0.566,adjudicate:different,nächste Folk Session - Mo 13.10. ab 19h,Nächste Gemeinderatssitzung,2026-10-13T19:00:00+02:00,2026-10-13T19:30:00+02:00,,,CulturCafé Smaragd (CC Smaragd),Marktgemeinde Altenberg (Altenberg bei Linz),naechste folk session mo ab h|2026-10-13|,naechste gemeinderatssitzung|2026-10-13|,word overlap only
s,0.549,adjudicate:different,Sehnsucht,Viscontis Senso — Filmklassiker,2026-09-20T16:00:00+02:00,2026-09-20T16:00:00+02:00,Moviemento,Moviemento Linz,Moviemento,Brucknerhaus,sehnsucht|2026-09-20|9661:1901,viscontis senso filmklassiker|2026-09-20|9662:1901,"German vs original title, cached miss"
s,0.547,adjudicate:different,Sehnsucht,Viscontis Senso — Filmklassiker im Moviemento,2026-09-20T16:00:00+02:00,2026-09-20T16:00:00+02:00,Moviemento,Moviemento Linz,Moviemento,Brucknerhaus,sehnsucht|2026-09-20|9661:1901,viscontis senso filmklassiker moviemento|2026-09-20|9662:1901,"German vs original title, cached miss"
d,0.546,adjudicate:different,Gottesdienst nach Sommerordnung,Das Josef Sonntagsfrühstück,2026-07-12T09:00:00+02:00,2026-07-12T09:00:00+02:00,"Urfahr-Christkönig - Pfarrkirche Linz-Christkönig, Linz",Josef Linz,Pfarre Linz Christkönig,linztermine.at (open data XML),gottesdienst nach sommerordnung|2026-07-12|,josef sonntagsfruehstueck|2026-07-12|,
d,0.546,adjudicate:different,Gottesdienst nach Sommerordnung,Sunday Long Run mit Run Crew Linz,2026-07-12T09:00:00+02:00,2026-07-12T08:30:00+02:00,"Urfahr-Christkönig - Pfarrkirche Linz-Christkönig, Linz",Runners Store Linz,Pfarre Linz Christkönig,linztermine.at (open data XML),gottesdienst nach sommerordnung|2026-07-12|,sunday long run run crew linz|2026-07-12|,
s,0.546,adjudicate:different,BRUCKNERFEST LINZ 26: Viscontis Senso Filmklassiker,Sehnsucht,2026-09-20T16:00:00+02:00,2026-09-20T16:00:00+02:00,Moviemento Linz,Moviemento,Brucknerhaus,Moviemento,brucknerfest linz viscontis senso filmklassiker|2026-09-20|9662:1901,sehnsucht|2026-09-20|9661:1901,"festival vs German title, cached miss"
